"Date","Match","Result","Score","Competition"
"04 Jul 2001","Japan v Yugoslavia","L","1-0","Kirin Cup"
"08 Oct 1961","Yugoslavia v Korea Republic","W","5-1","FIFA World Cup"
"26 Nov 1961","Korea Republic v Yugoslavia","W","1-3","FIFA World Cup"
"01 Feb 1985","Korea Republic v Yugoslavia","W","1-3","Nehru Cup"
"11 Apr 1986","Korea Republic v Yugoslavia","W","0-3","Medan Tournament"
"16 Apr 1986","Korea Republic v Yugoslavia","W","0-2","Medan Tournament"
"04 Feb 1995","Korea Republic v Yugoslavia","W","0-1","Carlsberg Cup"
"16 Jun 1997","Korea Republic v Yugoslavia","D","1-1","South Korea Cup"
"22 Apr 1998","Yugoslavia v Korea Republic","W","3-1","International Friendly"
"28 May 2000","Korea Republic v Yugoslavia","D","0-0","International Friendly"
"30 May 2000","Korea Republic v Yugoslavia","D","0-0","International Friendly"
"17 Apr 2002","Yugoslavia v Lithuania","W","4-1","International Friendly"
"28 Jun 1950","Yugoslavia v Mexico","W","4-1","FIFA World Cup"
"22 Sep 1971","Yugoslavia v Mexico","W","4-0","International Friendly"
"01 Feb 1977","Mexico v Yugoslavia","L","5-1","International Friendly"
"08 Feb 1977","Mexico v Yugoslavia","W","0-1","International Friendly"
"16 Nov 1995","Mexico v Yugoslavia","W","1-4","International Friendly"
"23 May 1996","Mexico v Yugoslavia","D","0-0","Kirin Japan Cup"
"13 Feb 2002","Mexico v Yugoslavia","W","1-2","International Friendly"
"01 Jan 1960","Morocco v Yugoslavia","W","0-5","International Friendly"
"18 Jun 1961","Yugoslavia v Morocco","W","3-2","International Friendly"
"13 Oct 1971","Yugoslavia v Morocco","W","1-0","Mediterranean Games"
"28 Aug 1975","Morocco v Yugoslavia","D","0-0","Mediterranean Games"
"01 Nov 1967","Netherlands v Yugoslavia","W","1-2","International Friendly"
"11 Oct 1970","Netherlands v Yugoslavia","D","1-1","UEFA European Championship"
"04 Apr 1971","Yugoslavia v Netherlands","W","2-0","UEFA European Championship"
"30 May 1975","Yugoslavia v Netherlands","W","3-0","International Friendly"
"19 Jun 1976","Yugoslavia v Netherlands","L","2-3","UEFA European Championship"
"03 Jun 1990","Yugoslavia v Netherlands","L","0-2","International Friendly"
"25 Mar 1992","Netherlands v Yugoslavia","L","2-0","International Friendly"
"29 Jun 1998","Netherlands v Yugoslavia","L","2-1","FIFA World Cup"
"25 Jun 2000","Netherlands v Yugoslavia","L","6-1","UEFA European Championship"
"16 Apr 1975","Northern Ireland v Yugoslavia","L","1-0","UEFA European Championship"
"19 Nov 1975","Yugoslavia v Northern Ireland","W","1-0","UEFA European Championship"
"17 Jun 1982","Northern Ireland v Yugoslavia","D","0-0","FIFA World Cup"
"29 Apr 1987","Northern Ireland v Yugoslavia","W","1-2","UEFA European Championship"
"14 Oct 1987","Yugoslavia v Northern Ireland","W","3-0","UEFA European Championship"
"12 Sep 1990","Northern Ireland v Yugoslavia","W","0-2","UEFA European Championship"
"27 Mar 1991","Yugoslavia v Northern Ireland","W","4-1","UEFA European Championship"
"16 Aug 2000","Northern Ireland v Yugoslavia","W","1-2","International Friendly"
"15 Jun 1958","Paraguay v Yugoslavia","D","3-3","FIFA World Cup"
"22 Jun 1972","Yugoslavia v Paraguay","W","2-1","Independence"
"28 Jun 2001","Paraguay v Yugoslavia","L","2-0","Kirin Cup"
"25 Jun 1972","Yugoslavia v Peru","W","2-1","Independence"
"03 May 1932","Portugal v Yugoslavia","L","3-2","International Friendly"
"08 May 1960","Portugal v Yugoslavia","L","2-1","UEFA European Championship"
"22 May 1960","Yugoslavia v Portugal","W","5-1","UEFA European Championship"
"02 Jun 1984","Portugal v Yugoslavia","W","2-3","International Friendly"
"19 Oct 1955","Republic of Ireland v Yugoslavia","W","1-4","International Friendly"
"27 Apr 1988","Republic of Ireland v Yugoslavia","L","2-0","International Friendly"
"18 Nov 1998","Yugoslavia v Republic of Ireland","W","1-0","UEFA European Championship"
"01 Sep 1999","Republic of Ireland v Yugoslavia","L","2-1","UEFA European Championship"
"08 Jun 1922","Yugoslavia v Romania","L","1-2","King Alex Cup"
"10 Jun 1923","Romania v Yugoslavia","W","1-2","King Alex Cup"
"03 Oct 1926","Yugoslavia v Romania","L","2-3","King Alex Cup"
"10 May 1927","Romania v Yugoslavia","W","0-3","King Alex Cup"
"06 May 1928","Yugoslavia v Romania","W","3-1","King Alex Cup"
"10 May 1929","Romania v Yugoslavia","W","2-3","King Alex Cup"
"06 Oct 1929","Romania v Yugoslavia","L","2-1","Balkan Cup"
"04 May 1930","Yugoslavia v Romania","W","2-1","King Alex Cup"
"28 Jun 1931","Yugoslavia v Romania","L","2-4","Balkan Cup"
"03 Jul 1932","Yugoslavia v Romania","W","3-1","Balkan Cup"
"11 Jun 1933","Romania v Yugoslavia","L","5-0","Balkan Cup"
"29 Apr 1934","Romania v Yugoslavia","L","2-1","FIFA World Cup"
"01 Jan 1935","Romania v Yugoslavia","W","0-4","Balkan Cup"
"17 Jun 1935","Romania v Yugoslavia","W","0-2","Balkan Cup"
"10 May 1936","Romania v Yugoslavia","L","3-2","King Carol Cup"
"06 Sep 1937","Yugoslavia v Romania","W","2-1","International Friendly"
"08 May 1938","Romania v Yugoslavia","W","0-1","International Friendly"
"06 Sep 1938","Yugoslavia v Romania","D","1-1","International Friendly"
"07 May 1939","Romania v Yugoslavia","L","1-0","King Carol Cup"
"31 Mar 1940","Romania v Yugoslavia","D","3-3","Danube Cup"
"22 Sep 1940","Yugoslavia v Romania","L","1-2","Danube Cup"
"11 Oct 1946","Romania v Yugoslavia","L","2-1","Balkan Cup"
"22 Jun 1947","Romania v Yugoslavia","W","1-3","Balkan Cup"
"22 Apr 1956","Yugoslavia v Romania","L","0-1","International Friendly"
"29 Sep 1957","Romania v Yugoslavia","D","1-1","FIFA World Cup"
"17 Nov 1957","Yugoslavia v Romania","W","2-0","FIFA World Cup"
"03 Sep 1969","Yugoslavia v Romania","D","1-1","International Friendly"
"06 May 1970","Romania v Yugoslavia","D","0-0","International Friendly"
"21 Apr 1971","Yugoslavia v Romania","L","0-1","International Friendly"
"08 May 1977","Yugoslavia v Romania","L","0-2","FIFA World Cup"
"13 Nov 1977","Romania v Yugoslavia","W","4-6","FIFA World Cup"
"25 Oct 1978","Romania v Yugoslavia","L","3-2","UEFA European Championship"
"31 Oct 1979","Yugoslavia v Romania","W","2-1","UEFA European Championship"
"30 Mar 1980","Yugoslavia v Romania","W","2-0","Balkan Cup"
"27 Aug 1980","Romania v Yugoslavia","L","4-1","Balkan Cup"
"30 Mar 1983","Romania v Yugoslavia","W","0-2","International Friendly"
"01 Jun 1983","Yugoslavia v Romania","W","1-0","International Friendly"
"27 Mar 1996","Yugoslavia v Romania","W","1-0","International Friendly"
"15 Nov 2000","Romania v Yugoslavia","L","2-1","International Friendly"
"15 May 1955","Yugoslavia v Scotland","D","2-2","International Friendly"
"21 Nov 1956","Scotland v Yugoslavia","L","2-0","International Friendly"
"08 Jun 1958","Yugoslavia v Scotland","D","1-1","FIFA World Cup"
"29 Jun 1972","Scotland v Yugoslavia","D","2-2","Independence"
"22 Jun 1974","Scotland v Yugoslavia","D","1-1","FIFA World Cup"
"12 Sep 1984","Scotland v Yugoslavia","L","6-1","International Friendly"
"19 Oct 1988","Scotland v Yugoslavia","D","1-1","FIFA World Cup"
"06 Sep 1989","Yugoslavia v Scotland","W","3-1","FIFA World Cup"
"08 Jun 1997","Yugoslavia v Slovakia","W","2-0","FIFA World Cup"
"10 Sep 1997","Slovakia v Yugoslavia","D","1-1","FIFA World Cup"
"24 Apr 1932","Spain v Yugoslavia","L","2-1","International Friendly"
"30 Apr 1933","Yugoslavia v Spain","D","1-1","International Friendly"
"27 Oct 1968","Yugoslavia v Spain","D","0-0","FIFA World Cup"
"30 Apr 1969","Spain v Yugoslavia","L","2-1","FIFA World Cup"
"19 Oct 1972","Spain v Yugoslavia","D","2-2","FIFA World Cup"
"21 Oct 1973","Yugoslavia v Spain","D","0-0","FIFA World Cup"
"13 Feb 1974","Yugoslavia v Spain","W","1-0","FIFA World Cup"
"10 Oct 1976","Spain v Yugoslavia","L","1-0","FIFA World Cup"
"30 Nov 1977","Yugoslavia v Spain","L","0-1","FIFA World Cup"
"04 Oct 1978","Yugoslavia v Spain","L","1-2","UEFA European Championship"
"10 Oct 1979","Spain v Yugoslavia","W","0-1","UEFA European Championship"
"20 Jun 1982","Spain v Yugoslavia","L","2-1","FIFA World Cup"
"07 Jun 1984","Spain v Yugoslavia","W","0-1","International Friendly"
"14 Sep 1988","Spain v Yugoslavia","W","1-2","International Friendly"
"19 May 1990","Yugoslavia v Spain","L","0-1","International Friendly"
"26 Jun 1990","Spain v Yugoslavia","W","1-2","FIFA World Cup"
"14 Dec 1996","Spain v Yugoslavia","L","2-0","FIFA World Cup"
"30 Apr 1997","Yugoslavia v Spain","D","1-1","FIFA World Cup"
"21 Jun 2000","Yugoslavia v Spain","L","3-4","UEFA European Championship"
"03 Sep 1950","Sweden v Yugoslavia","W","1-2","International Friendly"
"02 Sep 1951","Yugoslavia v Sweden","W","2-1","International Friendly"
"19 Jun 1963","Yugoslavia v Sweden","D","0-0","UEFA European Championship"
"18 Sep 1963","Sweden v Yugoslavia","L","3-2","UEFA European Championship"
"27 Jun 1966","Sweden v Yugoslavia","D","1-1","International Friendly"
"26 Feb 1969","Yugoslavia v Sweden","W","2-1","International Friendly"
"03 Jul 1974","Sweden v Yugoslavia","L","2-1","FIFA World Cup"
"04 Jun 1975","Sweden v Yugoslavia","W","1-2","UEFA European Championship"
"15 Oct 1975","Yugoslavia v Sweden","W","3-0","UEFA European Championship"
"04 Sep 1991","Sweden v Yugoslavia","L","4-3","International Friendly"
"07 May 1933","Switzerland v Yugoslavia","L","4-1","FIFA World Cup"
"24 Sep 1933","Yugoslavia v Switzerland","D","2-2","FIFA World Cup"
"11 Jun 1950","Switzerland v Yugoslavia","W","0-4","International Friendly"
"25 Jun 1950","Switzerland v Yugoslavia","W","0-3","FIFA World Cup"
"24 Jun 1951","Yugoslavia v Switzerland","W","7-3","International Friendly"
"26 Jun 1955","Yugoslavia v Switzerland","D","0-0","Dr Gero Cup"
"26 Apr 1959","Switzerland v Yugoslavia","W","1-5","Dr Gero Cup"
"27 Oct 1983","Switzerland v Yugoslavia","L","2-0","International Friendly"
"24 Aug 1988","Switzerland v Yugoslavia","W","0-2","International Friendly"
"06 Jun 1998","Switzerland v Yugoslavia","D","1-1","International Friendly"
"02 Sep 1998","Yugoslavia v Switzerland","D","1-1","International Friendly"
"24 Mar 2001","Yugoslavia v Switzerland","D","1-1","FIFA World Cup"
"01 Sep 2001","Switzerland v Yugoslavia","W","1-2","FIFA World Cup"
"03 Jan 1960","Tunisia v Yugoslavia","W","1-5","International Friendly"
"06 Aug 1960","Yugoslavia v Tunisia","W","7-0","International Friendly"
"16 Oct 1971","Yugoslavia v Tunisia","W","1-0","Mediterranean Games"
"04 Feb 1973","Tunisia v Yugoslavia","W","0-5","International Friendly"
"24 Aug 1975","Tunisia v Yugoslavia","L","3-2","Mediterranean Games"
"18 Feb 1976","Tunisia v Yugoslavia","L","2-1","International Friendly"
"28 Jan 1998","Tunisia v Yugoslavia","W","0-3","International Friendly"
"08 Apr 1928","Yugoslavia v Turkey","W","2-1","International Friendly"
"02 Oct 1931","Yugoslavia v Turkey","L","0-2","Balkan Cup"
"12 Jul 1936","Turkey v Yugoslavia","D","3-3","International Friendly"
"01 Aug 1937","Yugoslavia v Turkey","W","3-1","International Friendly"
"05 Jun 1953","Turkey v Yugoslavia","D","2-2","International Friendly"
"17 Oct 1954","Yugoslavia v Turkey","W","5-1","International Friendly"
"29 Oct 1986","Yugoslavia v Turkey","W","4-0","UEFA European Championship"
"16 Dec 1987","Turkey v Yugoslavia","W","2-3","UEFA European Championship"
"27 Feb 1991","Turkey v Yugoslavia","D","1-1","International Friendly"
"17 May 2002","Yugoslavia v Ukraine","L","0-2","LG Cup"
"19 Jun 1990","Yugoslavia v United Arab Emirates","W","4-1","FIFA World Cup"
"27 Jul 1930","Uruguay v Yugoslavia","L","6-1","FIFA World Cup"
"02 Jun 1962","Uruguay v Yugoslavia","W","1-3","FIFA World Cup"
"22 Mar 1980","Yugoslavia v Uruguay","W","2-1","International Friendly"
"31 Mar 1995","Yugoslavia v Uruguay","W","1-0","International Friendly"
"25 Jun 1998","USA v Yugoslavia","W","0-1","FIFA World Cup"
"10 Jul 1960","USSR v Yugoslavia","L","2-1","UEFA European Championship"
"31 May 1962","USSR v Yugoslavia","L","2-0","FIFA World Cup"
"22 Nov 1964","Yugoslavia v USSR","D","1-1","International Friendly"
"04 Sep 1965","USSR v Yugoslavia","D","0-0","International Friendly"
"18 Sep 1966","Yugoslavia v USSR","L","1-2","International Friendly"
"24 Sep 1969","Yugoslavia v USSR","L","1-3","International Friendly"
"28 Oct 1970","USSR v Yugoslavia","L","4-0","International Friendly"
"30 Apr 1972","Yugoslavia v USSR","D","0-0","UEFA European Championship"
"13 May 1972","USSR v Yugoslavia","L","3-0","UEFA European Championship"
"17 Apr 1974","Yugoslavia v USSR","L","0-1","International Friendly"
"23 Mar 1977","Yugoslavia v USSR","L","2-4","International Friendly"
"25 Jan 1985","Yugoslavia v USSR","W","2-1","Nehru Cup"
"04 Feb 1985","USSR v Yugoslavia","L","2-1","Nehru Cup"
"29 Aug 1987","Yugoslavia v USSR","L","0-1","International Friendly"
"14 Jun 1972","Yugoslavia v Venezuela","W","10-0","Independence"
"21 May 1953","Yugoslavia v Wales","W","5-2","International Friendly"
"22 Sep 1954","Wales v Yugoslavia","W","1-3","International Friendly"
"24 Apr 1976","Yugoslavia v Wales","W","2-0","UEFA European Championship"
"22 May 1976","Wales v Yugoslavia","D","1-1","UEFA European Championship"
"15 Dec 1982","Yugoslavia v Wales","D","4-4","UEFA European Championship"
"14 Dec 1983","Wales v Yugoslavia","D","1-1","UEFA European Championship"
"23 Mar 1988","Wales v Yugoslavia","W","1-2","International Friendly"
"12 Jun 1977","Algeria v Zambia","L","2-0","Africa Cup of Nations"
"26 Jun 1977","Zambia v Algeria","W","2-0","Africa Cup of Nations"
"28 Oct 1978","Zambia v Algeria","L","0-3","International Friendly"
"07 Mar 1982","Zambia v Algeria","L","0-1","Africa Cup of Nations"
"18 Mar 1982","Algeria v Zambia","W","0-2","Africa Cup of Nations"
"13 Jul 1985","Algeria v Zambia","L","2-0","FIFA World Cup"
"28 Jul 1985","Zambia v Algeria","L","0-1","FIFA World Cup"
"11 Mar 1986","Zambia v Algeria","D","0-0","Africa Cup of Nations"
"14 Jan 1996","Zambia v Algeria","D","0-0","Africa Cup of Nations"
"30 Sep 1997","Zambia v Algeria","D","0-0","Tournament"
"20 Jun 2009","Zambia v Algeria","L","0-2","FIFA World Cup"
"06 Sep 2009","Algeria v Zambia","L","1-0","FIFA World Cup"
"04 Jun 1994","Belgium v Zambia","L","9-0","International Friendly"
"15 Oct 2013","Brazil v Zambia","L","2-0","International Friendly"
"08 Oct 1969","Zambia v Cameroon","D","2-2","Africa Cup of Nations"
"22 Oct 1969","Cameroon v Zambia","L","2-1","Africa Cup of Nations"
"07 Apr 1985","Zambia v Cameroon","W","4-1","FIFA World Cup"
"21 Apr 1985","Cameroon v Zambia","D","1-1","FIFA World Cup"
"08 Mar 1986","Cameroon v Zambia","L","3-2","Africa Cup of Nations"
"03 Mar 1990","Cameroon v Zambia","W","0-1","Africa Cup of Nations"
"01 Jun 1997","Zambia v Cameroon","W","3-0","International Friendly"
"09 Aug 1997","Cameroon v Zambia","L","3-3","CUP Leg 97"
"25 Feb 2001","Cameroon v Zambia","L","1-0","FIFA World Cup"
"14 Jul 2001","Zambia v Cameroon","D","2-2","FIFA World Cup"
"22 Jan 2008","Cameroon v Zambia","L","5-1","Africa Cup of Nations"
"17 Jan 2010","Cameroon v Zambia","L","3-2","Africa Cup of Nations"
"16 Jan 1991","Zambia v China PR","D","0-0","Nehru Gold Cup"
"12 Jun 1977","Zambia v Cuba","W","2-0","International Friendly"
"20 Jul 1977","Zambia v Cuba","L","0-1","International Friendly"
"04 Jun 1995","Ecuador v Zambia","L","4-1","Korea Cup"
"12 Jun 1995","Ecuador v Zambia","L","1-0","Korea Cup"
"04 Mar 1974","Egypt v Zambia","L","3-1","Africa Cup of Nations"
"15 Jul 1977","Egypt v Zambia","L","2-0","FIFA World Cup"
"31 Jul 1977","Zambia v Egypt","D","0-0","FIFA World Cup"
"01 Oct 1982","Egypt v Zambia","W","3-5","International Friendly"
"03 Oct 1982","Egypt v Zambia","D","0-0","International Friendly"
"18 Dec 1988","Zambia v Egypt","W","2-1","International Friendly"
"20 Dec 1988","Zambia v Egypt","L","1-2","International Friendly"
"13 Jan 1992","Egypt v Zambia","W","0-1","Africa Cup of Nations"
"13 Jan 1993","Zambia v Egypt","W","1-0","International Friendly"
"27 Aug 1994","Egypt v Zambia","W","0-4","Tournament Cair"
"26 Nov 1995","Egypt v Zambia","L","3-1","Simba Cup"
"27 Jan 1996","Zambia v Egypt","W","3-1","Africa Cup of Nations"
"13 Feb 1998","Egypt v Zambia","L","4-0","Africa Cup of Nations"
"23 Jan 2000","Egypt v Zambia","L","2-0","Africa Cup of Nations"
"09 Jan 2001","Egypt v Zambia","L","3-1","International Friendly"
"31 Jan 2002","Egypt v Zambia","L","2-1","Africa Cup of Nations"
"10 Mar 2003","Zambia v Egypt","D","0-0","International Friendly"
"30 Jan 2008","Egypt v Zambia","D","1-1","Africa Cup of Nations"
"29 Mar 2009","Egypt v Zambia","D","1-1","FIFA World Cup"
"10 Oct 2009","Zambia v Egypt","L","0-1","FIFA World Cup"
"25 Oct 1964","Zambia v Ghana","L","3-4","Independence Tournament"
"05 Mar 1978","Ghana v Zambia","L","2-1","Africa Cup of Nations"
"15 Jan 1992","Zambia v Ghana","L","0-1","Africa Cup of Nations"
"15 Jan 1993","Ghana v Zambia","L","1-0","International Friendly"
"25 Aug 1994","Ghana v Zambia","L","1-0","Tournament Cair"
"25 Sep 1994","Zambia v Ghana","W","3-0","International Friendly"
"03 Feb 1996","Zambia v Ghana","W","1-0","Africa Cup of Nations"
"12 Aug 2009","Ghana v Zambia","L","4-1","International Friendly"
"08 Feb 2012","Zambia v Ghana","W","1-0","Africa Cup of Nations"
"09 Jun 2012","Zambia v Ghana","W","1-0","FIFA World Cup"
"06 Sep 2013","Ghana v Zambia","L","2-1","FIFA World Cup"
"27 May 2015","Zambia v Ghana","W","3-0","COSAFA Cup"
"15 Dec 1999","Honduras v Zambia","L","7-1","International Friendly"
"23 Jan 1991","Hungary v Zambia","L","4-1","Nehru Gold Cup"
"25 May 2008","Iran v Zambia","L","3-2","International Friendly"
"24 Jun 1988","Zambia v Italy","W","2-1","Presidents Cup"
"02 Mar 1974","Zambia v Ivory Coast","W","1-0","Africa Cup of Nations"
"22 Nov 1985","Zambia v Ivory Coast","W","1-0","International Friendly"
"28 Jun 1987","Zambia v Ivory Coast","W","2-0","International Friendly"
"20 Jan 1992","Ivory Coast v Zambia","L","1-0","Africa Cup of Nations"
"31 Mar 1994","Ivory Coast v Zambia","W","0-1","Africa Cup of Nations"
"12 Feb 2012","Zambia v Ivory Coast","W","0-0","Africa Cup of Nations"
"25 Oct 2014","Zambia v Ivory Coast","D","1-1","International Friendly"
"18 Aug 1995","Jamaica v Zambia","D","1-1","International Friendly"
"20 Aug 1995","Jamaica v Zambia","L","3-1","International Friendly"
"03 Nov 1995","Zambia v Jamaica","W","1-0","International Friendly"
